id,year,"team_name","bat_name",age,games,plate_appe,at_bats,runs,hits,doubles,triples,homeruns,runs_batted_in,stolen_bases,caught_steal,walks,strikeouts,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,total_bases,grounded_double_plays,hit_by_pitch,sacrifice_hits,sacrifice_flies,intentional_bb,"notes","created_at","updated_at","batter_id"
187,2016,"Yomiuri Giants","Atsushi Kita",27,3,7,5,0,1,0,0,0,0,0,0,1,3,0.2,0.429,0.2,0.629,1,1,1,0,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","kita--001ats"
188,2016,"Yomiuri Giants","Seiji Kobayashi",27,129,458,398,27,81,12,1,4,35,2,1,36,76,0.204,0.276,0.269,0.544,107,10,4,19,1,5,"","2017-09-25 13:07:59","2017-10-05 03:48:55","kobaya001sei"
189,2016,"Yomiuri Giants","Yuki Koyama",27,9,2,2,0,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1,1,0,0,0,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","koyama000yuk"
190,2016,"Yomiuri Giants","Scott Mathieson",32,70,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","mathie001sco"
191,2016,"Yomiuri Giants","Tetsuya Matsumoto",31,52,77,69,6,12,1,1,0,1,2,0,2,22,0.174,0.208,0.217,0.426,15,1,1,5,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","matsum001tet"
192,2016,"Yomiuri Giants","Miles Mikolas",27,14,36,32,2,2,1,0,1,1,0,0,1,17,0.063,0.091,0.188,0.278,6,1,0,3,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","mikola001mil"
193,2016,"Yomiuri Giants","Ryosuke Miyaguni",24,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","miyagu000ryo"
194,2016,"Yomiuri Giants","Shuichi Murata",35,143,576,529,58,160,32,0,25,81,1,3,38,83,0.302,0.354,0.505,0.858,267,21,5,2,2,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","murata001shu"
195,2016,"Yomiuri Giants","Daisuke Nakai",26,43,61,51,3,10,2,1,0,4,0,0,7,13,0.196,0.3,0.275,0.575,14,0,1,1,1,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","nakai-001dai"
196,2016,"Yomiuri Giants","Kazuma Okamoto",20,3,10,10,0,1,1,0,0,0,0,0,0,2,0.1,0.1,0.2,0.3,2,2,0,0,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","okamot002kaz"
197,2016,"Yomiuri Giants","Taishi Ota",26,62,119,114,12,23,6,1,4,13,0,0,4,45,0.202,0.227,0.377,0.604,43,3,0,0,1,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","ota---001tai"
198,2016,"Yomiuri Giants","Kan Otake",33,17,31,24,0,1,0,0,0,0,0,0,1,11,0.042,0.08,0.042,0.122,1,0,0,6,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","ohtake001kan"
199,2016,"Yomiuri Giants","Aaron Poreda",29,5,9,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","poreda001aar"
200,2016,"Yomiuri Giants","Hayato Sakamoto",27,137,576,488,96,168,28,3,23,75,13,3,81,67,0.344,0.433,0.555,0.988,271,6,0,1,6,2,"","2017-09-25 13:07:59","2017-10-05 03:48:55","sakamo001hay"
201,2016,"Yomiuri Giants","Toshiki Sakurai",22,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","sakura000tos"
202,2016,"Yomiuri Giants","Kazunari Sanematsu",35,19,33,28,3,7,1,0,1,1,0,0,4,7,0.25,0.344,0.393,0.737,11,0,0,1,0,1,"","2017-09-25 13:07:59","2017-10-05 03:48:55","sanema001kaz"
203,2016,"Yomiuri Giants","Shinnosuke Shigenobu",23,25,87,79,10,15,1,3,0,2,5,1,7,20,0.19,0.256,0.278,0.534,22,0,0,1,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","shigen000shi"
204,2016,"Yomiuri Giants","Tomoyuki Sugano",26,26,61,54,3,12,1,0,0,3,0,0,1,18,0.222,0.232,0.241,0.473,13,0,0,5,1,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","sugano001tom"
205,2016,"Yomiuri Giants","Takahiro Suzuki",38,44,10,10,15,3,0,0,0,1,10,0,0,3,0.3,0.3,0.3,0.6,3,0,0,0,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","suzuki001tak"
206,2016,"Yomiuri Giants","Kazuto Taguchi",20,26,56,48,2,5,0,0,0,1,0,0,1,16,0.104,0.122,0.104,0.227,5,1,0,7,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","taguch000kaz"
207,2016,"Yomiuri Giants","Seiji Tahara",26,64,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","tahara000sei"
208,2016,"Yomiuri Giants","Kentaro Taira",20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","taira-000ken"
209,2016,"Yomiuri Giants","Hayato Takagi",26,25,36,29,1,1,1,0,0,0,0,0,2,16,0.034,0.097,0.069,0.166,2,0,0,5,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","takagi000hay"
210,2016,"Yomiuri Giants","Soichiro Tateoka",26,51,209,188,15,43,6,1,2,9,9,3,10,31,0.229,0.286,0.303,0.589,57,1,5,6,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","tateok001soi"
211,2016,"Yomiuri Giants","Takayuki Terauchi",33,55,33,31,2,4,1,0,0,1,0,0,0,11,0.129,0.129,0.161,0.29,5,0,0,2,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","terauc001tak"
212,2016,"Yomiuri Giants","Harutomo Tsuji",21,15,40,34,1,6,2,0,0,0,0,1,4,12,0.176,0.3,0.235,0.535,8,0,2,0,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","tsuji-000har"
213,2016,"Yomiuri Giants","Tetsuya Utsumi",34,18,35,28,0,1,0,0,0,0,0,0,3,18,0.036,0.129,0.036,0.165,1,0,0,4,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","utsumi001tet"
214,2016,"Yomiuri Giants","Ryota Wakiya",34,54,115,108,8,17,3,1,1,7,0,0,6,18,0.157,0.202,0.231,0.433,25,4,0,1,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","wakiya001ryo"
215,2016,"Yomiuri Giants","Yasuhiro Yamamoto",22,27,86,78,8,20,5,1,0,2,0,1,2,20,0.256,0.275,0.346,0.621,27,2,0,6,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","yamamo003yas"
216,2016,"Yomiuri Giants","Daiki Yoshikawa",23,50,56,51,7,9,0,0,0,1,1,2,3,14,0.176,0.222,0.176,0.399,9,0,0,2,0,0,"","2017-09-25 13:07:59","2017-10-05 03:48:55","yoshik000dai"
217,2016,"Hanshin Tigers","Takumi Akiyama",25,8,3,2,0,2,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","akiyam001tak"
218,2016,"Hanshin Tigers","Yuya Ando",38,50,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","andoh-001yuy"
219,2016,"Hanshin Tigers","Koyo Aoyagi",22,13,19,17,0,2,1,0,0,0,0,0,0,9,0.118,0.118,0.176,0.294,3,0,0,2,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","aoyagi000koy"
220,2016,"Hanshin Tigers","Ryota Arai",32,46,88,78,10,12,3,0,3,8,1,0,7,21,0.154,0.23,0.308,0.538,24,1,1,1,1,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","arai--001ryo"
221,2016,"Hanshin Tigers","Fumiya Araki",28,46,73,57,13,14,2,0,0,2,2,0,8,10,0.246,0.348,0.281,0.629,16,1,1,7,0,1,"","2017-09-25 13:09:05","2017-10-05 04:04:39","araki-000fum"
222,2016,"Hanshin Tigers","Rafael Dolis",28,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","dolis-001raf"
223,2016,"Hanshin Tigers","Taiga Egoshi",23,72,217,191,33,40,6,1,7,20,4,3,18,78,0.209,0.284,0.361,0.645,69,2,3,2,3,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","egoshi000tai"
224,2016,"Hanshin Tigers","Daiki Enokida",29,35,1,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,0,0,0,1,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","enokid000dai"
225,2016,"Hanshin Tigers","Kyuji Fujikawa",35,43,8,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","fujika001kyu"
226,2016,"Hanshin Tigers","Shunsuke Fujikawa",28,41,56,43,4,8,2,0,0,2,2,1,9,12,0.186,0.321,0.233,0.553,10,1,0,3,1,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","fujika001shu"
227,2016,"Hanshin Tigers","Shintaro Fujinami",22,26,57,48,4,8,2,1,0,1,0,0,2,30,0.167,0.2,0.25,0.45,12,1,0,7,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","fujina000shi"
228,2016,"Hanshin Tigers","Kosuke Fukudome",39,131,523,453,52,141,25,3,11,59,0,1,61,78,0.311,0.392,0.453,0.845,205,6,3,0,6,5,"","2017-09-25 13:09:05","2017-10-05 04:04:39","fukudo001kos"
229,2016,"Hanshin Tigers","Mauro Gomez",31,139,554,498,58,127,20,0,22,79,2,1,48,130,0.255,0.325,0.428,0.753,213,13,5,0,3,3,"","2017-09-25 13:09:05","2017-10-05 04:04:39","gomez-001mau"
230,2016,"Hanshin Tigers","Matt Hague",30,31,124,104,13,24,6,0,2,11,1,0,16,21,0.231,0.339,0.346,0.685,36,3,2,0,2,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","hague-001mat"
231,2016,"Hanshin Tigers","Fumihito Haraguchi",24,107,364,318,38,95,16,0,11,46,1,2,26,52,0.299,0.376,0.453,0.829,144,8,15,2,3,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","haragu000fum"
232,2016,"Hanshin Tigers","Fumiya Hojo",21,122,438,385,44,105,25,1,5,33,6,0,38,91,0.273,0.341,0.382,0.723,147,10,4,7,4,4,"","2017-09-25 13:09:05","2017-10-05 04:04:39","hojo--000fum"
233,2016,"Hanshin Tigers","Ryota Imanari",28,82,132,119,5,27,3,0,0,5,1,2,10,27,0.227,0.29,0.252,0.542,30,3,1,1,1,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","imanar001ryo"
234,2016,"Hanshin Tigers","Yutaro Itayama",22,40,115,106,9,25,5,1,0,5,1,0,7,31,0.236,0.283,0.302,0.585,32,0,0,2,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","itayam000yut"
235,2016,"Hanshin Tigers","Hayata Ito",27,29,54,53,2,13,0,1,1,4,0,1,1,11,0.245,0.259,0.34,0.599,18,0,0,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","ito---001hay"
236,2016,"Hanshin Tigers","Yuta Iwasada",24,25,50,42,0,3,0,0,0,1,0,0,0,26,0.071,0.071,0.071,0.143,3,1,0,8,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","iwasad000yut"
237,2016,"Hanshin Tigers","Minoru Iwata",32,6,7,6,0,0,0,0,0,0,0,0,1,4,0,0.143,0,0.143,0,0,0,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","iwata-001min"
238,2016,"Hanshin Tigers","Suguru Iwazaki",25,16,25,22,0,0,0,0,0,1,0,0,1,9,0,0.083,0,0.083,0,0,1,1,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","iwazak000sug"
239,2016,"Hanshin Tigers","Keisuke Kano",33,66,95,87,6,21,1,0,3,17,0,0,5,18,0.241,0.287,0.356,0.644,31,2,1,1,1,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","kanoh-001kei"
240,2016,"Hanshin Tigers","Yamato Maeda",28,111,259,229,24,53,16,1,1,20,3,2,12,53,0.231,0.27,0.323,0.594,74,9,1,15,2,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","maeda-001yam"
241,2016,"Hanshin Tigers","Marcos Mateo",32,52,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","mateo-001mar"
242,2016,"Hanshin Tigers","Randy Messenger",34,28,67,65,4,9,1,0,0,3,1,0,0,28,0.138,0.138,0.154,0.292,10,0,0,2,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","messen001ran"
243,2016,"Hanshin Tigers","Yuto Morikoshi",27,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","moriko000yut"
244,2016,"Hanshin Tigers","Koki Moriya",22,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","moriya000kok"
245,2016,"Hanshin Tigers","Masahiro Nakatani",23,64,163,154,18,41,7,0,4,14,1,1,8,49,0.266,0.307,0.39,0.696,60,2,1,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:39","nakata000mas"
246,2016,"Hanshin Tigers","Tsuyoshi Nishioka",31,55,205,190,16,56,7,1,0,15,6,1,13,25,0.295,0.346,0.342,0.688,65,5,2,0,0,1,"","2017-09-25 13:09:05","2017-10-05 04:04:40","nishio002tsu"
247,2016,"Hanshin Tigers","Atsushi Nomi",37,26,49,36,3,3,0,0,0,1,0,0,5,20,0.083,0.19,0.083,0.274,3,0,0,7,1,0,"","2017-09-25 13:09:05","2017-10-05 04:04:40","nohmi-001ats"
248,2016,"Hanshin Tigers","Ryosuke Ogata",25,21,25,24,2,4,1,0,0,0,0,0,0,6,0.167,0.167,0.208,0.375,5,1,0,1,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:40","ogata-000ryo"
249,2016,"Hanshin Tigers","Taichi Okazaki",33,38,76,65,4,13,3,0,0,5,1,0,7,16,0.2,0.274,0.246,0.52,16,0,0,3,1,0,"","2017-09-25 13:09:05","2017-10-05 04:04:40","okazak001tai"
250,2016,"Hanshin Tigers","Seishiro Sakamoto",22,28,55,45,4,9,2,1,1,2,0,0,4,14,0.2,0.265,0.356,0.621,16,3,0,6,0,1,"","2017-09-25 13:09:05","2017-10-05 04:04:40","sakamo000sei"
251,2016,"Hanshin Tigers","Kohei Shibata",29,10,17,14,0,3,1,0,0,0,0,0,1,3,0.214,0.313,0.286,0.598,4,0,1,1,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:40","shibat001koh"
252,2016,"Hanshin Tigers","Takashi Shimizu",32,2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:40","shimiz002tak"
253,2016,"Hanshin Tigers","Shun Takayama",23,134,530,494,48,136,23,5,8,65,5,4,27,109,0.275,0.316,0.391,0.707,193,8,4,2,3,1,"","2017-09-25 13:09:05","2017-10-05 04:04:40","takaya000shu"
254,2016,"Hanshin Tigers","Takashi Toritani",35,143,533,449,49,106,16,1,7,36,13,3,75,80,0.236,0.344,0.323,0.667,145,12,2,1,6,0,"","2017-09-25 13:09:05","2017-10-05 04:04:40","torita001tak"
255,2016,"Hanshin Tigers","Kazunari Tsuruoka",39,10,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:40","tsuruo001kaz"
256,2016,"Hanshin Tigers","Hiroki Uemoto",29,45,113,101,18,26,7,0,2,8,3,0,12,14,0.257,0.336,0.386,0.722,39,0,0,0,0,0,"","2017-09-25 13:09:05","2017-10-05 04:04:40","uemoto001hir"
257,2016,"Hanshin Tigers","Ryutaro Umeno",25,37,98,89,3,12,0,0,0,4,1,0,6,22,0.135,0.189,0.135,0.324,12,4,0,3,0,1,"","2017-09-25 13:09:06","2017-10-05 04:04:40","umeno-001ryu"
258,2016,"Hanshin Tigers","Naomasa Yokawa",24,29,77,72,6,12,0,0,2,4,0,0,4,22,0.167,0.221,0.25,0.471,18,0,1,0,0,0,"","2017-09-25 13:09:06","2017-10-05 04:04:40","yokawa000nao"
259,2016,"Hanshin Tigers","Shintaro Yokota",21,38,109,105,14,20,2,0,0,4,4,2,2,13,0.19,0.22,0.21,0.43,22,3,2,0,0,0,"","2017-09-25 13:09:06","2017-10-05 04:04:40","yokota000shi"
260,2016,"Hanshin Tigers","Yuya Yokoyama",22,3,7,6,2,1,1,0,0,0,0,0,0,4,0.167,0.167,0.333,0.5,2,0,0,1,0,0,"","2017-09-25 13:09:06","2017-10-05 04:04:40","yokoya000yuy"
261,2016,"Fukuoka Softbank Hawks","Kenji Akashi",30,47,152,135,17,31,6,2,0,16,6,2,7,34,0.23,0.274,0.304,0.578,41,3,2,6,2,0,"","2017-09-25 13:12:01","2017-10-02 06:39:43","akashi001ken"
262,2016,"Fukuoka Softbank Hawks","Barbaro Canizares",36,16,42,39,3,7,1,0,0,3,0,0,2,11,0.179,0.238,0.205,0.443,8,1,1,0,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","caniza001bar"
263,2016,"Fukuoka Softbank Hawks","Tomoaki Egawa",29,42,138,114,17,26,4,1,4,15,0,2,18,44,0.228,0.343,0.386,0.729,44,2,3,1,2,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","egawa-001tom"
264,2016,"Fukuoka Softbank Hawks","Shuhei Fukuda",27,81,239,212,30,49,5,4,3,18,11,3,20,51,0.231,0.298,0.335,0.633,71,2,1,4,2,1,"","2017-09-25 13:12:02","2017-10-02 06:39:43","fukuda001shu"
265,2016,"Fukuoka Softbank Hawks","Yuya Hasegawa",31,122,442,387,45,105,15,3,10,51,2,4,51,95,0.271,0.361,0.403,0.764,156,9,3,1,0,2,"","2017-09-25 13:12:02","2017-10-02 06:39:43","hasega001yuy"
266,2016,"Fukuoka Softbank Hawks","Nao Higashihama",26,23,7,3,0,0,0,0,0,0,0,0,2,2,0,0.4,0,0.4,0,0,0,2,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","higash001nao"
267,2016,"Fukuoka Softbank Hawks","Yuichi Honda",31,110,388,332,52,93,9,1,1,27,23,7,33,51,0.28,0.344,0.322,0.666,107,6,1,19,3,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","honda-001yui"
268,2016,"Fukuoka Softbank Hawks","Toru Hosokawa",36,49,115,93,6,21,2,0,1,6,1,0,6,28,0.226,0.28,0.28,0.56,26,4,1,15,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","hosoka001too"
269,2016,"Fukuoka Softbank Hawks","Kenta Imamiya",24,137,590,497,74,122,22,5,10,56,8,4,47,86,0.245,0.312,0.37,0.682,184,7,3,38,5,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","mamiy000ken"
270,2016,"Fukuoka Softbank Hawks","Kentaro Inomoto",25,5,10,8,0,0,0,0,0,0,0,0,1,5,0,0.2,0,0.2,0,0,1,0,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","inomot000ken"
271,2016,"Fukuoka Softbank Hawks","Sho Iwasaki",26,35,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","iwasak001sho"
272,2016,"Fukuoka Softbank Hawks","Takuya Kai",23,13,7,6,1,1,1,0,0,1,0,0,1,4,0.167,0.286,0.333,0.619,2,0,0,0,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","kai---000tak"
273,2016,"Fukuoka Softbank Hawks","Go Kamamoto",22,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","kamamo000go-"
274,2016,"Fukuoka Softbank Hawks","Keisuke Kaneko",30,10,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","kaneko001kei"
275,2016,"Fukuoka Softbank Hawks","Keizo Kawashima",32,20,50,40,4,5,0,0,0,3,0,3,8,10,0.125,0.286,0.125,0.411,5,0,1,1,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","kawash001kei"
276,2016,"Fukuoka Softbank Hawks","Ryuma Kidokoro",30,84,162,148,32,39,6,1,6,19,11,1,11,45,0.264,0.314,0.439,0.754,65,0,0,3,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","kidoko001ryu"
277,2016,"Fukuoka Softbank Hawks","Taisei Makihara",23,41,97,90,15,22,3,0,0,6,4,0,1,15,0.244,0.25,0.278,0.528,25,0,0,5,1,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","makiha000tai"
278,2016,"Fukuoka Softbank Hawks","Nobuhiro Matsuda",33,143,609,548,79,142,23,5,27,85,6,6,48,141,0.259,0.325,0.467,0.792,256,14,8,0,5,2,"","2017-09-25 13:12:02","2017-10-02 06:39:43","matsud001nob"
279,2016,"Fukuoka Softbank Hawks","Akira Nakamura",26,143,612,488,69,140,21,1,7,50,6,5,99,53,0.287,0.416,0.377,0.793,184,8,12,9,4,4,"","2017-09-25 13:12:02","2017-10-02 06:39:43","nakamu000aki"
280,2016,"Fukuoka Softbank Hawks","Kenichi Nakata",33,17,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:43","nakata001ken"
